month,region,item,total_issued
2018 May,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,860
2018 Jun,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2490
2018 Jul,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2018 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,373
2018 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2018 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,223
2018 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,252
2018 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1375
2019 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,402
2019 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1220
2019 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,465
2019 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,440
2019 May,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,340
2019 Jun,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,238
2019 Jul,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,300
2019 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,216
2019 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2019 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2019 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2019 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1075
2020 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1460
2020 May,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1526
2020 Jun,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1291
2020 Jul,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,90
2020 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,4735
2020 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1605
2020 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2763
2020 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,792
2020 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1768
2021 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,201
2021 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 May,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,587
2021 Jun,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,830
2021 Jul,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,412
2021 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2012
2021 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,388
2021 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3512
2021 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2783
2021 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,810
2022 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1144
2022 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,147
2022 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,809
2022 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,430
2022 May,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,50
2022 Jun,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2952
2022 Jul,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,54
2022 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,5044
2022 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,4210
2022 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1728
2022 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3514
2022 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,4157
2023 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3083
2023 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,911
2023 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1048
2023 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2054
2023 May,Somali,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,458
2017 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,198
2017 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2017 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1610
2017 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,280
2017 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,115
2018 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,200
2018 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,825
2018 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,380
2018 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,282
2018 May,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,640
2018 Jun,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,2328
2018 Jul,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,100
2018 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,50
2018 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,310
2018 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,51
2018 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,55
2018 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,560
2019 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1250
2019 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,301
2019 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1180
2019 May,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,375
2019 Jun,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1485
2019 Jul,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,300
2019 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,162
2019 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,50
2019 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,72
2020 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,51
2020 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,50
2020 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,865
2020 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1202
2020 May,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,969
2020 Jun,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,888
2020 Jul,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,100
2020 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1038
2020 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,350
2020 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1799
2020 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,750
2020 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1623
2021 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1148
2021 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,2080
2021 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,77
2021 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,40
2021 May,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2021 Jun,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,798
2021 Jul,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,408
2021 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1550
2021 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,674
2021 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,3023
2021 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,861
2021 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,3038
2022 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1823
2022 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,170
2022 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,5264
2022 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,2911
2022 May,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,393
2022 Jun,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,606
2022 Jul,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,7
2022 Aug,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,30
2022 Sep,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1155
2022 Oct,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1449
2022 Nov,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,2127
2022 Dec,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,3290
2023 Jan,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,3350
2023 Feb,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1155
2023 Mar,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1370
2023 Apr,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,2485
2023 May,Somali,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,818
2017 Aug,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,13
2017 Sep,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2017 Oct,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,35
2017 Nov,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,26
2017 Dec,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,10
2018 Jan,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,11
2018 Feb,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,3
2018 Mar,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,5
2018 Apr,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,6
2018 May,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,3
2018 Jun,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,11
2018 Jul,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Aug,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,2
2018 Sep,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Oct,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,3
2018 Nov,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Dec,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,2
2019 Jan,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Feb,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Mar,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,4
2019 Apr,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,100
2019 May,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,1
2019 Jun,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,16
2019 Jul,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Aug,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Sep,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,8
2019 Oct,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,8
2019 Nov,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Dec,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,3
2020 Jan,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,17
2020 Feb,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2020 Mar,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,15
2020 Apr,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,90
2020 May,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,1
2020 Jun,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,67
2020 Jul,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2020 Aug,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,25
2020 Sep,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,10
2020 Oct,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,18
2020 Nov,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,2
2020 Dec,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,7
2021 Jan,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,4
2021 Feb,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,8
2021 Mar,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Apr,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,19
2021 May,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,29
2021 Jun,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,69
2021 Jul,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Aug,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,9
2021 Sep,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Oct,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,32
2021 Nov,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,28
2021 Dec,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,26
2022 Jan,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,56
2022 Feb,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,8
2022 Mar,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,50
2022 Apr,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,151
2022 May,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,4
2022 Jun,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,47
2022 Jul,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2022 Aug,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,44
2022 Sep,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,22
2022 Oct,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2022 Nov,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,1
2022 Dec,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,4
2023 Jan,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,21
2023 Feb,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,5
2023 Mar,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,27
2023 Apr,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,17
2023 May,Somali,Levonorgestrel - 75mg/capsule pack of 2 capsule,3
2017 Aug,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,954
2017 Sep,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,4684
2017 Oct,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,226
2017 Nov,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1537
2017 Dec,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,923
2018 Jan,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,240
2018 Feb,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1782
2018 Mar,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3379
2018 Apr,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,4272
2018 May,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,2465
2018 Jun,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,22465
2018 Jul,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2018 Aug,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,424
2018 Sep,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,4966
2018 Oct,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,405
2018 Nov,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,430
2018 Dec,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,8287
2019 Jan,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,12152
2019 Feb,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,25542
2019 Mar,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,570
2019 Apr,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,7760
2019 May,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,545
2019 Jun,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,24896
2019 Jul,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,400
2019 Aug,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1212
2019 Sep,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,596
2019 Oct,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3543
2019 Nov,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3698
2019 Dec,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,2660
2020 Jan,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,7976
2020 Feb,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3000
2020 Mar,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,2905
2020 Apr,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,5574
2020 May,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,7542
2020 Jun,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3238
2020 Jul,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,768
2020 Aug,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,10533
2020 Sep,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3036
2020 Oct,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,4836
2020 Nov,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1371
2020 Dec,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3045
2021 Jan,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,6129
2021 Feb,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,6815
2021 Mar,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,290
2021 Apr,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3217
2021 May,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,6181
2021 Jun,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3025
2021 Jul,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,876
2021 Aug,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,5563
2021 Sep,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3561
2021 Oct,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,7205
2021 Nov,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,5553
2021 Dec,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,8452
2022 Jan,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,4073
2022 Feb,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,2310
2022 Mar,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,5107
2022 Apr,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,6845
2022 May,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,2070
2022 Jun,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,11048
2022 Jul,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,50
2022 Aug,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,12456
2022 Sep,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,11656
2022 Oct,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3174
2022 Nov,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,5952
2022 Dec,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,8302
2023 Jan,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,10534
2023 Feb,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3590
2023 Mar,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,5403
